Identificador comptador/Identificador contador/Meter identifier,Tecnologia/TecnologoTechnology,�/Uso/Use,Tipus habitatge/Tipo vivienda/Housing type,Dietre/Dietro/Diameter,Data/Fecha/Date,ndex lectura/ndice lectura/Reading index
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 18:00,1022278
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 19:00,1022290
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 20:00,1022303
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 21:00,1022314
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 22:00,1022315
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,25/02/2023 23:00,1022327
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 0:00,1022367
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 1:00,1022367
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 2:00,1022367
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 3:00,1022367
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 4:00,1022367
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 5:00,1022368
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 6:00,1022376
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 7:00,1022379
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 8:00,1022404
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 9:00,1022407
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 10:00,1022510
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 11:00,1022542
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 12:00,1022614
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 13:00,1022645
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 14:00,1022695
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 15:00,1022757
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 16:00,1022775
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 17:00,1022782
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 18:00,1022787
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 19:00,1022795
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 20:00,1022809
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 21:00,1022831
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 22:00,1022845
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,26/02/2023 23:00,1022863
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 0:00,1022878
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 1:00,1022878
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 2:00,1022880
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 3:00,1022880
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 4:00,1022885
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 5:00,1022885
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 6:00,1022885
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 7:00,1022903
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 8:00,1022960
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 9:00,1022964
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 10:00,1023030
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 11:00,1023035
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 12:00,1023055
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 13:00,1023145
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 14:00,1023148
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 15:00,1023195
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 16:00,1023200
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 17:00,1023200
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 18:00,1023217
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 19:00,1023241
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 20:00,1023241
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 21:00,1023266
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 22:00,1023275
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,27/02/2023 23:00,1023298
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 0:00,1023305
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 1:00,1023305
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 2:00,1023305
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 3:00,1023305
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 4:00,1023309
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 5:00,1023310
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 6:00,1023310
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 7:00,1023331
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 8:00,1023410
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 9:00,1023417
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 10:00,1023423
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 11:00,1023465
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 12:00,1023478
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 13:00,1023478
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 14:00,1023485
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 15:00,1023485
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 16:00,1023494
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 17:00,1023517
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 18:00,1023527
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 19:00,1023535
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 20:00,1023565
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 21:00,1023569
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 22:00,1023605
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,28/02/2023 23:00,1023637
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 0:00,1023642
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 1:00,1023642
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 2:00,1023646
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 3:00,1023646
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 4:00,1023646
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 5:00,1023646
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 6:00,1023656
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 7:00,1023684
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 8:00,1023798
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 9:00,1023823
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 10:00,1023834
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 11:00,1023873
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 12:00,1023916
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 13:00,1023937
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 14:00,1023968
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 15:00,1024072
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 16:00,1024081
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 17:00,1024082
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 18:00,1024104
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 19:00,1024110
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 20:00,1024115
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 21:00,1024143
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 22:00,1024207
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,01/03/2023 23:00,1024248
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 0:00,1024252
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 1:00,1024255
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 2:00,1024255
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 3:00,1024255
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 4:00,1024261
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 5:00,1024261
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 6:00,1024261
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 7:00,1024284
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 8:00,1024401
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 9:00,1024447
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 10:00,1024481
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 11:00,1024499
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 12:00,1024499
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 13:00,1024504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 14:00,1024530
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 15:00,1024538
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 16:00,1024538
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 17:00,1024559
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 18:00,1024565
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 19:00,1024571
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 20:00,1024591
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 21:00,1024621
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 22:00,1024621
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,02/03/2023 23:00,1024651
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 0:00,1024657
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 1:00,1024667
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 2:00,1024667
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 3:00,1024667
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 4:00,1024672
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 5:00,1024672
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 6:00,1024672
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 7:00,1024681
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 8:00,1024748
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 9:00,1024751
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 10:00,1024763
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 11:00,1024795
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 12:00,1024827
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 13:00,1024843
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 14:00,1024851
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 15:00,1024919
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 16:00,1024925
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 17:00,1024968
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 18:00,1024972
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 19:00,1025036
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 20:00,1025041
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 21:00,1025116
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 22:00,1025144
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,03/03/2023 23:00,1025176
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 0:00,1025176
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 1:00,1025184
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 2:00,1025184
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 3:00,1025184
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 4:00,1025184
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 5:00,1025184
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 6:00,1025188
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 7:00,1025198
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 8:00,1025248
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 9:00,1025250
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 10:00,1025256
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 11:00,1025276
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 12:00,1025306
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 13:00,1025314
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 14:00,1025321
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 15:00,1025361
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 16:00,1025393
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 21:00,1025460
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 22:00,1025466
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,04/03/2023 23:00,1025466
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 0:00,1025497
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 1:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 2:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 3:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 4:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 5:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 6:00,1025504
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 7:00,1025509
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 8:00,1025527
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 9:00,1025553
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 10:00,1025617
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 11:00,1025665
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 12:00,1025675
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 13:00,1025675
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 14:00,1025679
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 15:00,1025711
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 16:00,1025750
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 17:00,1025799
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 18:00,1025828
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 19:00,1025839
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 20:00,1025866
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 21:00,1025937
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 22:00,1025937
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,05/03/2023 23:00,1026006
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,06/03/2023 0:00,1026011
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,06/03/2023 1:00,1026011
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,06/03/2023 2:00,1026011
9c0276bdbfb281af5263c50c8e57bda04c5c7a682461cbde28307243a778bc91,R,DOMESTIC,B,15,06/03/2023 3:00,1026011
